"species","family","genus","garden","pres"
"Armeria arenaria","Plumbaginaceae","Armeria","fr",1
"Armeria arenaria","Plumbaginaceae","Armeria","fr",1
"Armeria majellensis","Plumbaginaceae","Armeria","fr",1
"Armeria maritima","Plumbaginaceae","Armeria","fr",1
"Armeria maritima","Plumbaginaceae","Armeria","fr",1
"Armeria maritima","Plumbaginaceae","Armeria","fr",1
"Armeria trojana","Plumbaginaceae","Armeria","fr",1
"Armeria villosa","Plumbaginaceae","Armeria","fr",1
"Armoracia rusticana","Brassicaceae","Armoracia","fr",1
"Armoracia rusticana","Brassicaceae","Armoracia","fr",1
"Arnebia pulchra","Boraginaceae","Huynhia","fr",1
"Arnica chamissonis","Asteraceae","Arnica","fr",1
"Arnica chamissonis","Asteraceae","Arnica","fr",1
"Arnica montana","Asteraceae","Arnica","fr",1
"Arnica montana","Asteraceae","Arnica","fr",1
"Arnica montana","Asteraceae","Arnica","fr",1
"Arrhenatherum elatius","Poaceae","Arrhenatherum","fr",1
"Artemisia abrotanum","Asteraceae","Artemisia","fr",1
"Artemisia absinthium","Asteraceae","Artemisia","fr",1
"Artemisia absinthium","Asteraceae","Artemisia","fr",1
"Artemisia annua","Asteraceae","Artemisia","fr",1
"Artemisia campestris","Asteraceae","Artemisia","fr",1
"Artemisia campestris","Asteraceae","Artemisia","fr",1
"Artemisia campestris","Asteraceae","Artemisia","fr",1
"Artemisia pedemontana","Asteraceae","Artemisia","fr",1
"Artemisia pontica","Asteraceae","Artemisia","fr",1
"Artemisia umbelliformis","Asteraceae","Artemisia","fr",1
"Artemisia umbelliformis","Asteraceae","Artemisia","fr",1
"Artemisia umbelliformis","Asteraceae","Artemisia","fr",1
"Artemisia vallesiaca","Asteraceae","Artemisia","fr",1
"Artemisia vallesiaca","Asteraceae","Artemisia","fr",1
"Artemisia vallesiaca","Asteraceae","Artemisia","fr",1
"Artemisia vulgaris","Asteraceae","Artemisia","fr",1
"Artemisia vulgaris","Asteraceae","Artemisia","fr",1
"Artemisia vulgaris","Asteraceae","Artemisia","fr",1
"Artocarpus heterophyllus","Moraceae","Artocarpus","fr",1
"Arum dioscoridis","Araceae","Arum","fr",1
"Arum italicum","Araceae","Arum","fr",1
"Arum maculatum","Araceae","Arum","fr",1
"Arum maculatum","Araceae","Arum","fr",1
"Aruncus dioicus","Rosaceae","Aruncus","fr",1
"Aruncus dioicus","Rosaceae","Aruncus","fr",1
"Arundo donax","Poaceae","Arundo","fr",1
"Asarum caudatum","Aristolochiaceae","Asarum","fr",1
"Asarum europaeum","Aristolochiaceae","Asarum","fr",1
"Asarum europaeum","Aristolochiaceae","Asarum","fr",1
"Asclepias curassavica","Apocynaceae","Asclepias","fr",1
"Asclepias incarnata","Apocynaceae","Asclepias","fr",1
"Asimina triloba","Annonaceae","Asimina","fr",1
"Asimina triloba","Annonaceae","Asimina","fr",1
"Asparagus acutifolius","Asparagaceae","Asparagus","fr",1
"Asparagus asparagoides","Asparagaceae","Asparagus","fr",1
"Asparagus officinalis","Asparagaceae","Asparagus","fr",1
"Asparagus officinalis","Asparagaceae","Asparagus","fr",1
"Asperula arcadiensis","Rubiaceae","Asperula","fr",1
"Asperula aristata","Rubiaceae","Asperula","fr",1
"Asperula arvensis","Rubiaceae","Asperula","fr",1
"Asperula hirta","Rubiaceae","Asperula","fr",1
"Asperula nitida","Rubiaceae","Asperula","fr",1
"Asperula purpurea","Rubiaceae","Asperula","fr",1
"Asperula taurina","Rubiaceae","Asperula","fr",1
"Asperula tinctoria","Rubiaceae","Asperula","fr",1
"Asphodeline liburnica","Asphodelaceae","Asphodeline","fr",1
"Asphodeline liburnica","Asphodelaceae","Asphodeline","fr",1
"Asphodeline lutea","Asphodelaceae","Asphodeline","fr",1
"Asphodelus acaulis","Asphodelaceae","Asphodelus","fr",1
"Asphodelus acaulis","Asphodelaceae","Asphodelus","fr",1
"Asphodelus acaulis","Asphodelaceae","Asphodelus","fr",1
"Asphodelus albus","Asphodelaceae","Asphodelus","fr",1
"Asphodelus albus","Asphodelaceae","Asphodelus","fr",1
"Asphodelus albus","Asphodelaceae","Asphodelus","fr",1
"Asphodelus albus","Asphodelaceae","Asphodelus","fr",1
"Asphodelus albus","Asphodelaceae","Asphodelus","fr",1
"Asphodelus macrocarpus","Asphodelaceae","Asphodelus","fr",1
"Asphodelus macrocarpus","Asphodelaceae","Asphodelus","fr",1
"Asphodelus ramosus","Asphodelaceae","Asphodelus","fr",1
"Asphodelus ramosus","Asphodelaceae","Asphodelus","fr",1
"Asphodelus ramosus","Asphodelaceae","Asphodelus","fr",1
"Asplenium adiantum-nigrum","Aspleniaceae","Asplenium","fr",1
"Asplenium adiantum-nigrum","Aspleniaceae","Asplenium","fr",1
"Asplenium adiantum-nigrum","Aspleniaceae","Asplenium","fr",1
"Asplenium adiantum-nigrum","Aspleniaceae","Asplenium","fr",1
"Asplenium bulbiferum","Aspleniaceae","Asplenium","fr",1
"Asplenium dimorphum","Aspleniaceae","Asplenium","fr",1
"Asplenium fontanum","Aspleniaceae","Asplenium","fr",1
"Asplenium fontanum","Aspleniaceae","Asplenium","fr",1
"Asplenium nidus","Aspleniaceae","Asplenium","fr",1
"Asplenium nidus","Aspleniaceae","Asplenium","fr",1
"Asplenium onopteris","Aspleniaceae","Asplenium","fr",1
"Asplenium onopteris","Aspleniaceae","Asplenium","fr",1
"Asplenium ruta-muraria","Aspleniaceae","Asplenium","fr",1
"Asplenium septentrionale","Aspleniaceae","Asplenium","fr",1
"Asplenium trichomanes","Aspleniaceae","Asplenium","fr",1
"Asplenium trichomanes","Aspleniaceae","Asplenium","fr",1
"Asplenium trichomanes","Aspleniaceae","Asplenium","fr",1
"Asplenium trichomanes","Aspleniaceae","Asplenium","fr",1
"Aster alpinus","Asteraceae","Aster","fr",1
"Aster alpinus","Asteraceae","Aster","fr",1
"Aster alpinus","Asteraceae","Aster","fr",1
"Aster amellus","Asteraceae","Aster","fr",1
"Aster amellus","Asteraceae","Aster","fr",1
"Aster azureus","Asteraceae","Symphyotrichum","fr",1
"Aster himalaicus","Asteraceae","Aster","fr",1
"Aster linosyris","Asteraceae","Galatella","fr",1
"Aster linosyris","Asteraceae","Galatella","fr",1
"Aster macrophyllus","Asteraceae","Eurybia","fr",1
"Aster novi-belgii","Asteraceae","Symphyotrichum","fr",1
"Aster pyrenaeus","Asteraceae","Aster","fr",1
"Aster sibiricus","Asteraceae","Eurybia","fr",1
"Lotus maritimus","Asteraceae","Lotus","fr",1
"Astilbe japonica","Saxifragaceae","Astilbe","fr",1
"Astilboides tabularis","Saxifragaceae","Astilboides","fr",1
"Astragalus alopecurus","Fabaceae","Astragalus","fr",1
"Astragalus alpinus","Fabaceae","Astragalus","fr",1
"Astragalus alpinus","Fabaceae","Astragalus","fr",1
"Astragalus boeticus","Fabaceae","Astragalus","fr",1
"Astragalus depressus","Fabaceae","Astragalus","fr",1
"Astragalus depressus","Fabaceae","Astragalus","fr",1
"Astragalus frigidus","Fabaceae","Astragalus","fr",1
"Astragalus leontinus","Fabaceae","Astragalus","fr",1
"Astragalus leontinus","Fabaceae","Astragalus","fr",1
"Astragalus monspessulanus","Fabaceae","Astragalus","fr",1
"Astragalus onobrychis","Fabaceae","Astragalus","fr",1
"Astragalus onobrychis","Fabaceae","Astragalus","fr",1
"Astragalus pelecinus","Fabaceae","Astragalus","fr",1
"Astragalus penduliflorus","Fabaceae","Astragalus","fr",1
"Astragalus sempervirens","Fabaceae","Astragalus","fr",1
"Astrantia carniolica","Apiaceae","Astrantia","fr",1
"Astrantia major","Apiaceae","Astrantia","fr",1
"Astrantia major","Apiaceae","Astrantia","fr",1
"Astrantia minor","Apiaceae","Astrantia","fr",1
"Astrophytum asterias","Cactaceae","Astrophytum","fr",1
"Astrophytum myriostigma","Cactaceae","Astrophytum","fr",1
"Astrophytum myriostigma","Cactaceae","Astrophytum","fr",1
"Astrophytum myriostigma","Cactaceae","Astrophytum","fr",1
"Astrophytum myriostigma","Cactaceae","Astrophytum","fr",1
"Astrophytum myriostigma","Cactaceae","Astrophytum","fr",1
"Astrophytum myriostigma","Cactaceae","Astrophytum","fr",1
"Astrophytum myriostigma","Cactaceae","Astrophytum","fr",1
"Astrophytum ornatum","Cactaceae","Astrophytum","fr",1
"Astrophytum ornatum","Cactaceae","Astrophytum","fr",1
"Astrophytum ornatum","Cactaceae","Astrophytum","fr",1
"Astrophytum ornatum","Cactaceae","Astrophytum","fr",1
"Asyneuma canescens","Campanulaceae","Asyneuma","fr",1
"Athamanta cretensis","Apiaceae","Athamanta","fr",1
"Athamanta cretensis","Apiaceae","Athamanta","fr",1
"Athyrium distentifolium","Aspleniaceae","Athyrium","fr",1
"Athyrium filix-femina","Aspleniaceae","Athyrium","fr",1
"Athyrium filix-femina","Aspleniaceae","Athyrium","fr",1
"Athyrium filix-femina","Aspleniaceae","Athyrium","fr",1
"Athyrium filix-femina","Aspleniaceae","Athyrium","fr",1
"Athyrium niponicum","Aspleniaceae","Anisocampium","fr",1
"Atriplex hortensis","Amaranthaceae","Atriplex","fr",1
"Atriplex hortensis","Amaranthaceae","Atriplex","fr",1
"Atropa bella-donna","Solanaceae","Atropa","fr",1
"Atropa bella-donna","Solanaceae","Atropa","fr",1
"Atropa bella-donna","Solanaceae","Atropa","fr",1
"Aubrieta deltoidea","Brassicaceae","Aubrieta","fr",1
"Aubrieta erubescens","Brassicaceae","Aubrieta","fr",1
"Aubrieta gracilis","Brassicaceae","Aubrieta","fr",1
"Aurinia corymbosa","Brassicaceae","Aurinia","fr",1
"Aurinia saxatilis","Brassicaceae","Aurinia","fr",1
"Avena fatua","Poaceae","Avena","fr",1
"Avena nuda","Poaceae","Avena","fr",1
"Avena sativa","Poaceae","Avena","fr",1
"Avena sativa","Poaceae","Avena","fr",1
"Avena sterilis","Poaceae","Avena","fr",1
"Avena strigosa","Poaceae","Avena","fr",1
"Avenella flexuosa","Poaceae","Avenella","fr",1
"Averrhoa carambola","Oxalidaceae","Averrhoa","fr",1
"Azorella trifurcata","Apiaceae","Azorella","fr",1
"Baccharis halimifolia","Asteraceae","Baccharis","fr",1
"Baldellia ranunculoides","Alismataceae","Baldellia","fr",1
"Baldellia ranunculoides","Alismataceae","Baldellia","fr",1
"Baldellia ranunculoides","Alismataceae","Baldellia","fr",1
"Ballota nigra","Lamiaceae","Ballota","fr",1
"Bambusa vulgaris","Poaceae","Bambusa","fr",1
"Baptisia australis","Fabaceae","Baptisia","fr",1
"Barbarea vulgaris","Brassicaceae","Barbarea","fr",1
"Basella alba","Basellaceae","Basella","fr",1
"Basella alba","Basellaceae","Basella","fr",1
"Basella alba","Basellaceae","Basella","fr",1
"Bassia scoparia","Amaranthaceae","Bassia","fr",1
"Bauhinia acuminata","Fabaceae","Bauhinia","fr",1
"Beaucarnea recurvata","Asparagaceae","Beaucarnea","fr",1
"Beckmannia syzigachne","Poaceae","Beckmannia","fr",1
"Begonia amphioxus","Begoniaceae","Begonia","fr",1
"Begonia foliosa","Begoniaceae","Begonia","fr",1
"Begonia foliosa","Begoniaceae","Begonia","fr",1
"Begonia goegoensis","Begoniaceae","Begonia","fr",1
"Begonia grandis","Begoniaceae","Begonia","fr",1
"Begonia heracleifolia","Begoniaceae","Begonia","fr",1
"Begonia hybrida","Begoniaceae","Begonia","fr",1
"Begonia masoniana","Begoniaceae","Begonia","fr",1
"Begonia mazae","Begoniaceae","Begonia","fr",1
"Begonia metallica","Begoniaceae","Begonia","fr",1
"Begonia microsperma","Begoniaceae","Begonia","fr",1
"Begonia obliqua","Begoniaceae","Begonia","fr",1
"Begonia rex-cultorum","Begoniaceae","Begonia","fr",1
"Begonia rex-cultorum","Begoniaceae","Begonia","fr",1
"Begonia rex-cultorum","Begoniaceae","Begonia","fr",1
"Begonia sanguinea","Begoniaceae","Begonia","fr",1
"Begonia semperflorens","Begoniaceae","Begonia","fr",1
"Begonia ulmifolia","Begoniaceae","Begonia","fr",1
"Begonia vitifolia","Begoniaceae","Begonia","fr",1
"Belamcanda chinensis","Iridaceae","Iris","fr",1
"Bellevalia romana","Asparagaceae","Bellevalia","fr",1
"Bellis perennis","Asteraceae","Bellis","fr",1
"Bellis perennis","Asteraceae","Bellis","fr",1
"Bellis perennis","Asteraceae","Bellis","fr",1
"Bellium bellidioides","Asteraceae","Bellium","fr",1
"Berberis buxifolia","Berberidaceae","Berberis","fr",1
"Berberis candidula","Berberidaceae","Berberis","fr",1
"Berberis vulgaris","Berberidaceae","Berberis","fr",1
"Berberis stenophylla","Berberidaceae","Berberis","fr",1
"Berberis vulgaris","Berberidaceae","Berberis","fr",1
"Berberis vulgaris","Berberidaceae","Berberis","fr",1
"Berberis wallichiana","Berberidaceae","Berberis","fr",1
"Bergenia crassifolia","Saxifragaceae","Bergenia","fr",1
"Bergenia crassifolia","Saxifragaceae","Bergenia","fr",1
"Berteroa incana","Brassicaceae","Berteroa","fr",1
"Achimenes erecta","Apiaceae","Achimenes","fr",1
"Beta vulgaris","Amaranthaceae","Beta","fr",1
"Beta vulgaris","Amaranthaceae","Beta","fr",1
"Beta vulgaris","Amaranthaceae","Beta","fr",1
"Beta vulgaris","Amaranthaceae","Beta","fr",1
"Beta vulgaris","Amaranthaceae","Beta","fr",1
"Beta vulgaris","Amaranthaceae","Beta","fr",1
"Beta vulgaris","Amaranthaceae","Beta","fr",1
"Betula alleghaniensis","Betulaceae","Betula","fr",1
"Betula ermanii","Betulaceae","Betula","fr",1
"Betula humilis","Betulaceae","Betula","fr",1
"Betula papyrifera","Betulaceae","Betula","fr",1
"Betula pendula","Betulaceae","Betula","fr",1
"Betula pendula","Betulaceae","Betula","fr",1
"Bifora radians","Apiaceae","Bifora","fr",1
"Bifrenaria calcarata","Orchidaceae","Bifrenaria","fr",1
"Billbergia porteana","Bromeliaceae","Billbergia","fr",1
"Billbergia saundersii","Bromeliaceae","Billbergia","fr",1
"Billbergia saundersii","Bromeliaceae","Billbergia","fr",1
"Billbergia porteana","Bromeliaceae","Billbergia","fr",1
"Billbergia porteana","Bromeliaceae","Billbergia","fr",1
"Billbergia porteana","Bromeliaceae","Billbergia","fr",1
"Biophytum sensitivum","Oxalidaceae","Biophytum","fr",1
"Biscutella laevigata","Brassicaceae","Biscutella","fr",1
"Biscutella laevigata","Brassicaceae","Biscutella","fr",1
"Astragalus pelecinus","Fabaceae","Astragalus","fr",1
"Bituminaria bituminosa","Fabaceae","Bituminaria","fr",1
"Bixa orellana","Bixaceae","Bixa","fr",1
"Blackstonia perfoliata","Gentianaceae","Blackstonia","fr",1
"Blechnum brasiliense","Aspleniaceae","Neoblechnum","fr",1
"Blechnum occidentale","Aspleniaceae","Blechnum","fr",1
"Echium pininana","Aspleniaceae","Echium","fr",1
"Bletilla striata","Orchidaceae","Bletilla","fr",1
"Blitum capitatum","Amaranthaceae","Blitum","fr",1
"Blitum virgatum","Amaranthaceae","Blitum","fr",1
"Boehmeria nivea","Urticaceae","Boehmeria","fr",1
"Boophone disticha","Amaryllidaceae","Boophone","fr",1
"Borago officinalis","Boraginaceae","Borago","fr",1
"Borago officinalis","Boraginaceae","Borago","fr",1
"Bouteloua curtipendula","Poaceae","Bouteloua","fr",1
"Bowiea volubilis","Asparagaceae","Bowiea","fr",1
"Brachypodium pinnatum","Poaceae","Brachypodium","fr",1
"Brachypodium sylvaticum","Poaceae","Brachypodium","fr",1
"Brahea edulis","Arecaceae","Brahea","fr",1
"Brasilopuntia brasiliensis","Cactaceae","Brasiliopuntia","fr",1
"Brassia verrucosa","Orchidaceae","Brassia","fr",1
"Brassica juncea","Brassicaceae","Brassica","fr",1
"Brassica napus","Brassicaceae","Brassica","fr",1
"Brassica nigra","Brassicaceae","Brassica","fr",1
"Brassica nigra","Brassicaceae","Brassica","fr",1
"Brassica oleracea","Brassicaceae","Brassica","fr",1
"Brassica oleracea","Brassicaceae","Brassica","fr",1
"Brassica oleracea","Brassicaceae","Brassica","fr",1
"Brassica oleracea","Brassicaceae","Brassica","fr",1
"Brassica oleracea","Brassicaceae","Brassica","fr",1
"Brassica oleracea","Brassicaceae","Brassica","fr",1
"Brassica oleracea","Brassicaceae","Brassica","fr",1
"Brassica oleracea","Brassicaceae","Brassica","fr",1
"Brassica oleracea","Brassicaceae","Brassica","fr",1
"Brassica rapa","Brassicaceae","Brassica","fr",1
"Brassica rapa","Brassicaceae","Brassica","fr",1
"Brighamia insignis","Campanulaceae","Brighamia","fr",1
"Brillantaisia owariensis","Acanthaceae","Brillantaisia","fr",1
"Brimeura amethystina","Asparagaceae","Brimeura","fr",1
"Brimeura fastigiata","Asparagaceae","Brimeura","fr",1
"Briza maxima","Poaceae","Briza","fr",1
"Briza media","Poaceae","Briza","fr",1
"Briza media","Poaceae","Briza","fr",1
"Brocchinia reducta","Bromeliaceae","Brocchinia","fr",1
"Bromelia pinguin","Bromeliaceae","Bromelia","fr",1
"Bromus arvensis","Poaceae","Bromus","fr",1
"Bromus erectus","Poaceae","Bromus","fr",1
"Bromus erectus","Poaceae","Bromus","fr",1
"Bromus hordeaceus","Poaceae","Bromus","fr",1
"Bromus secalinus","Poaceae","Bromus","fr",1
"Bromus sterilis","Poaceae","Bromus","fr",1
"Brosimum alicastrum","Moraceae","Brosimum","fr",1
"Browallia americana","Solanaceae","Browallia","fr",1
"Brighamia insignis","Solanaceae","Brighamia","fr",1
"Brunfelsia calycina","Solanaceae","Brunfelsia","fr",1
"Brunfelsia uniflora","Solanaceae","Brunfelsia","fr",1
"Brunnera macrophylla","Boraginaceae","Brunnera","fr",1
"Bryonia dioica","Cucurbitaceae","Bryonia","fr",1
"Buddleja alternifolia","Scrophulariaceae","Buddleja","fr",1
"Buddleja lindleyana","Scrophulariaceae","Buddleja","fr",1
"Buglossoides purpurocaerulea","Boraginaceae","Aegonychon","fr",1
"Buglossoides purpurocaerulea","Boraginaceae","Aegonychon","fr",1
"Buglossoides purpurocaerulea","Boraginaceae","Aegonychon","fr",1
"Bulbine semibarbata","Asphodelaceae","Bulbine","fr",1
"Bulbophyllum affine","Orchidaceae","Bulbophyllum","fr",1
"Bulbophyllum falcatum","Orchidaceae","Bulbophyllum","fr",1
"Bulbophyllum lasiochilum","Orchidaceae","Bulbophyllum","fr",1
"Bulbophyllum lobbii","Orchidaceae","Bulbophyllum","fr",1
"Bulbophyllum lobbii","Orchidaceae","Bulbophyllum","fr",1
"Bulbophyllum lobbii","Orchidaceae","Bulbophyllum","fr",1
"Bulbophyllum lobbii","Orchidaceae","Bulbophyllum","fr",1
"Bulbophyllum odoratissimum","Orchidaceae","Bulbophyllum","fr",1
"Bulbophyllum ovalifolium","Orchidaceae","Bulbophyllum","fr",1
"Bulbophyllum patens","Orchidaceae","Bulbophyllum","fr",1
"Bunias orientalis","Brassicaceae","Bunias","fr",1
"Bunium bulbocastanum","Apiaceae","Bunium","fr",1
"Bunium bulbocastanum","Apiaceae","Bunium","fr",1
"Bunium bulbocastanum","Apiaceae","Bunium","fr",1
"Buphthalmum salicifolium","Asteraceae","Buphthalmum","fr",1
"Buphthalmum salicifolium","Asteraceae","Buphthalmum","fr",1
"Bupleurum falcatum","Apiaceae","Bupleurum","fr",1
"Bupleurum longifolium","Apiaceae","Bupleurum","fr",1
"Bupleurum longifolium","Apiaceae","Bupleurum","fr",1
"Bupleurum ranunculoides","Apiaceae","Bupleurum","fr",1
"Bupleurum rotundifolium","Apiaceae","Bupleurum","fr",1
"Bupleurum stellatum","Apiaceae","Bupleurum","fr",1
"Butomus umbellatus","Butomaceae","Butomus","fr",1
"Buxus sempervirens","Buxaceae","Buxus","fr",1
"Buxus sempervirens","Buxaceae","Buxus","fr",1
"Buxus sempervirens","Buxaceae","Buxus","fr",1
"Caesalpinia gilliesii","Fabaceae","Erythrostemon","fr",1
"Caesalpinia spinosa","Fabaceae","Tara","fr",1
"Alnus incana","Fabaceae","Alnus","fr",1
"Calamagrostis arundinacea","Poaceae","Calamagrostis","fr",1
"Calamagrostis arundinacea","Poaceae","Calamagrostis","fr",1
"Calamagrostis epigejos","Poaceae","Calamagrostis","fr",1
"Calamintha menthifolia","Lamiaceae","Clinopodium","fr",1
"Calamintha nepeta","Lamiaceae","Clinopodium","fr",1
"Calanthe argenteostriata","Orchidaceae","Calanthe","fr",1
"Calanthe argenteostriata","Orchidaceae","Calanthe","fr",1
"Calanthe graciliflora","Orchidaceae","Calanthe","fr",1
"Calanthe argenteostriata","Orchidaceae","Calanthe","fr",1
"Calanthe triplicata","Orchidaceae","Calanthe","fr",1
"Calanthe vestita","Orchidaceae","Calanthe","fr",1
"Calathea lietzei","Marantaceae","Maranta","fr",1
"Calceolaria tripartita","Calceolariaceae","Calceolaria","fr",1
"Calendula arvensis","Asteraceae","Calendula","fr",1
"Calendula officinalis","Asteraceae","Calendula","fr",1
"Calendula officinalis","Asteraceae","Calendula","fr",1
"Calepina irregularis","Brassicaceae","Calepina","fr",1
"Calla palustris","Araceae","Calla","fr",1
"Calla palustris","Araceae","Calla","fr",1
"Callicarpa giraldii","Lamiaceae","Callicarpa","fr",1
"Callicarpa dichotoma","Lamiaceae","Callicarpa","fr",1
"Callisia gentlei","Commelinaceae","Callisia","fr",1
"Callisia navicularis","Commelinaceae","Callisia","fr",1
"Callisia repens","Commelinaceae","Callisia","fr",1
"Callistephus chinensis","Asteraceae","Callistephus","fr",1
"Callitriche palustris","Plantaginaceae","Callitriche","fr",1
"Callitriche palustris","Plantaginaceae","Callitriche","fr",1
"Calluna vulgaris","Ericaceae","Calluna","fr",1
"Calochortus uniflorus","Liliaceae","Calochortus","fr",1
"Caltha palustris","Ranunculaceae","Caltha","fr",1
"Caltha palustris","Ranunculaceae","Caltha","fr",1
"Calvoa orientalis","Melastomataceae","Calvoa","fr",1
"Calycanthus chinensis","Calycanthaceae","Calycanthus","fr",1
"Calycanthus fertilis","Calycanthaceae","Calycanthus","fr",1
"Camassia cusickii","Asparagaceae","Camassia","fr",1
"Camassia leichtlinii","Asparagaceae","Camassia","fr",1
"Camassia quamash","Asparagaceae","Camassia","fr",1
"Camassia scilloides","Asparagaceae","Camassia","fr",1
"Camelina sativa","Brassicaceae","Camelina","fr",1
"Campanula aucheri","Campanulaceae","Campanula","fr",1
"Campanula autraniana","Campanulaceae","Campanula","fr",1
